stores,,,,,,,,,,,,,,,,
MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT
Dec-2023,Pune,"Fox, Huang and Shaw",Inactive,East,9044,2972927.22,882347.67,2191814.05,1000271.79,1085124.31,-484066.56,21552.22,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Jan-2024,Pune,"Fox, Huang and Shaw",Inactive,East,9323,4059030.24,696262.38,3446235.14,1091106.7,2220856.81,952383.27,21595.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Feb-2024,Pune,"Fox, Huang and Shaw",Inactive,East,7576,2876168.26,557029.77,2381096,728203.14,1570772.73,76600.48,17967.05,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Mar-2024,Pune,"Fox, Huang and Shaw",Inactive,East,14806,5749300.87,1558186.28,4248506.52,1492301.85,2652154.9,1277620.15,28859.49,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Oct-2023,Bangalore,"Patterson, James and Allen",Active,West,12274,4644835.38,719389.54,3990253.53,1219581.12,2675865.47,1217177.65,18469.9,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Nov-2023,Bangalore,"Patterson, James and Allen",Active,West,13703,4455367.42,1139427.76,3380402.68,1566366.37,1682108.81,361396.07,28603.81,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Bangalore,"Patterson, James and Allen",Active,West,8605,4267188.23,840004.2,3524228.4,1076304.66,2338627.79,931523.11,24035.18,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Jan-2024,Bangalore,"Patterson, James and Allen",Active,West,12364,3784777.1,1055677.46,2836420.51,1336647.85,1376702.64,-35776.17,29844.26,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Bangalore,"Patterson, James and Allen",Active,West,12913,5774871,1105658.24,4742396.72,1828105.3,2810341.57,1490916.34,15866.94,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,"Patterson, James and Allen",Active,West,14793,7029233.84,1896302.88,5216458.57,1688113.15,3458542.13,2070737.9,17482.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Oct-2023,Mumbai,Scott-Bell,Inactive,East,9565,3031812.94,503806.08,2642918.76,1165779.23,1382407.35,-91838.17,17972.39,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Nov-2023,Mumbai,Scott-Bell,Inactive,East,11262,4167314.7,1015122.99,3212540.53,1020825.13,2057422.6,687589.71,14166.85,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Dec-2023,Mumbai,Scott-Bell,Inactive,East,14663,7076551.95,1386256.94,5764429.26,2168242.03,3519342.16,2260432.61,28941.49,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Jan-2024,Mumbai,Scott-Bell,Inactive,East,11338,5183979.18,1029437,4249246.2,1570824.76,2620845.39,1438188.07,16649.99,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Mumbai,Scott-Bell,Inactive,East,13866,4515962.64,746322.5,3861614.78,1800182.66,2002229.35,744215.87,23849.1,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Mumbai,Scott-Bell,Inactive,East,11122,4251308.45,861671.4,3473047.95,1405013.11,1960642.54,706930.71,28152.36,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Bangalore,Burton Inc,Active,West,7229,2840217.11,439198.17,2537514.85,812536.62,1576927.99,129026.39,16765.95,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Bangalore,Burton Inc,Active,West,11438,4042394.57,1129676.29,3036569.68,1196141.36,1728253.3,447914.62,27075.26,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Burton Inc,Active,West,12408,6096371.07,928270.56,5273944.4,1913366.24,3256369.59,1888803.85,18854.9,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,Burton Inc,Active,West,14902,7015346.61,1829166.09,5204896.8,1639383.05,3455429.51,2019631.43,11351.41,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,Burton Inc,Active,West,10518,3973880.06,911474.02,3183487.67,988573.56,2074750.32,551235,16842.25,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Mar-2024,Bangalore,Burton Inc,Active,West,10010,3915209.54,838391.66,3151016.43,1520385.79,1529120.95,255829.66,14692.32,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Oct-2023,Bangalore,"Allen, Torres and Williams",Active,North,9158,3779573.52,650544.87,3218936.57,1038754.13,2129461.03,801006.38,11643.47,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,"Allen, Torres and Williams",Active,North,12675,4506988.53,851424.5,3770649.94,1586103.54,2087720.79,910589.44,24403.74,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Dec-2023,Bangalore,"Allen, Torres and Williams",Active,North,11455,3441048.88,982979,2527454.72,976792.64,1467385.97,143661.28,10461.19,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,"Allen, Torres and Williams",Active,North,7931,3380419.49,909388.98,2579729,878162.39,1591882.94,61151.8,25209.13,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Feb-2024,Bangalore,"Allen, Torres and Williams",Active,North,9186,4169667.83,1039970.15,3219901.59,1467610.49,1642526.71,388804.86,20225.5,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Mar-2024,Bangalore,"Allen, Torres and Williams",Active,North,9701,3627305.61,742322.34,3028368.47,1134357.49,1748344.77,472637.84,26989.36,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Oct-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,11811,3561403.95,868767.88,2765074.26,1211271.41,1456824.63,-36376.38,28443.11,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Nov-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,11644,4825764.03,1140538.26,3786760.71,1579655.84,2095810.12,758731,17778.06,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Pune,"Aguilar, Becker and Hernandez",Active,East,7350,2214055.95,401609.99,1848533.16,827268.01,956745.49,-498857.41,14507.84,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,8943,2903684.8,545214.41,2433055.01,940707.36,1350946.1,-133095.99,23207.37,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,10502,3806376.3,727270.41,3190390.8,1381802.12,1740862.85,345649.03,28946.76,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Pune,"Aguilar, Becker and Hernandez",Active,East,13583,5344672.22,1336495.34,4125657.96,1915929.16,2142403.81,646348.04,27490.04,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Oct-2023,Mumbai,Lin-David,Active,East,9718,3754241.43,662665.93,3201876.23,1374408.56,1719636.6,362456.34,15402.28,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Mumbai,Lin-David,Active,East,7303,3503447.38,944581.7,2674816.33,767994.15,1824492.09,466982.17,23576.91,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Mumbai,Lin-David,Active,East,13744,4787748.65,1000587.69,3883938.93,1441756.92,2325579.93,923989.09,13288.75,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Jan-2024,Mumbai,Lin-David,Active,East,10014,3791934.91,635842.68,3222821.69,1185471.97,1974697.5,625355.77,17111.91,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Mumbai,Lin-David,Active,East,12363,5867419.21,1231073.37,4715214.69,1832325.08,2807403.51,1464139.57,11812.96,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Mar-2024,Mumbai,Lin-David,Active,East,14698,5132927.02,946034.59,4290726.19,1896624.38,2286988.14,942119.4,18006.69,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Oct-2023,Bangalore,Huang-Hart,Active,East,12260,5594307.19,867269.48,4786763.92,1574077.18,3126977.79,1676838.87,23265.32,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Bangalore,Huang-Hart,Active,East,12408,3847627.25,744795.72,3189296.41,1540238.45,1560413.09,245573.49,13165.19,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Huang-Hart,Active,East,14492,5295006.24,862572.38,4557977.32,1855996.58,2634774.36,1352972.9,23684.48,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,Huang-Hart,Active,East,14967,5775360.65,1453727.16,4408659.78,1832668.15,2428856.36,1136819.72,28298.89,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,Huang-Hart,Active,East,11727,4997371.07,1129496.53,3923538.21,1833767.65,2037824.85,806900.54,23049.28,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,Huang-Hart,Active,East,8844,3241511.99,877221.71,2434545.97,979804.8,1384680.06,6348.09,10485.06,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8935,3201072.44,899733.41,2406861.92,855644.24,1459307.13,-59597.2,10993.1,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11753,5659224.54,1616214.3,4153806.43,1785243.02,2243182.48,1011815.82,13094.14,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Dec-2023,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8887,3862651.92,827773.1,3107418.24,1278274.53,1744514.25,460282.36,17054.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11142,5320428.23,1313831.38,4145861.53,1539481.55,2494223.26,1135152.86,24844.45,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,7086,2431691.14,484181.3,2036881.33,924676.51,1049416.57,-126054.88,20623.09,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8250,3280374.23,540645.06,2836320.12,1068307.72,1704167.8,367558.01,26727.12,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Hyderabad,Torres Ltd,Active,East,13083,4559548.63,909471.29,3742606.56,1213407.79,2401970.76,1092686.13,15837.28,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Nov-2023,Hyderabad,Torres Ltd,Active,East,8576,4285969.8,889642.7,3444142.86,1370913.73,1992564.96,527148.74,22845.96,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Dec-2023,Hyderabad,Torres Ltd,Active,East,9238,2797494.66,683573.54,2178749.49,947187.31,1144003.58,-149989.03,11110.41,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Jan-2024,Hyderabad,Torres Ltd,Active,East,13903,5219154.77,866341.79,4479388.24,2053958.19,2328370.34,943381.95,27942.56,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Torres Ltd,Active,East,12887,6305333.69,1775728.1,4607354.05,2089548.92,2407936.93,1239227.17,23732.7,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Mar-2024,Hyderabad,Torres Ltd,Active,East,14246,4893070.43,812707.89,4217196.04,1266089.47,2822622.81,1503085.99,11513.05,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,12169,5558214.2,1236672.02,4375696.05,1744719.72,2523381.02,1236674.39,10229.05,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Nov-2023,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8296,2766242.99,698317.46,2187337.73,909833.61,1225850.52,-135763.83,12983.49,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8343,3758498.24,582938.03,3199910.64,1309988.37,1776508.07,420943.12,10979.98,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,11471,3488311.67,627646.32,2996473.63,1039028.98,1869622.73,534823.95,18860.91,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Feb-2024,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8253,2807630.47,670708.35,2236380.94,674656.08,1420738.83,64674.79,27496.48,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,13912,4912971.54,1340134.75,3661780.42,1408284.86,2124448.73,774938.14,13835.96,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Hyderabad,Reyes PLC,Active,West,14103,5270774.06,1355075.21,4005270.01,1787905.01,2108455.79,739710.87,27011.2,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Hyderabad,Reyes PLC,Active,West,11333,3569018.3,582656.22,3043729.34,1010876.45,1970459.64,575164.82,29703.39,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Dec-2023,Hyderabad,Reyes PLC,Active,West,7830,3814734.34,937058.74,2972004.74,1139090.17,1706415.62,97712.65,29562.9,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,Reyes PLC,Active,West,7213,2399285.32,560995.79,1890224.02,739654.26,1075897.08,-386069.07,19959.49,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Hyderabad,Reyes PLC,Active,West,10950,3875148.8,795536.16,3172859.44,917598.09,2129151.7,880971.35,14067.71,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Hyderabad,Reyes PLC,Active,West,13336,4084235.43,1078982.01,3054257.03,1295653.25,1676292.83,383384.42,13564.38,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Mumbai,"Barker, Morgan and Hughes",Active,West,14227,6969454.49,1624253.35,5419267.18,2068269.05,3251296.03,1901641.02,27158.93,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Mumbai,"Barker, Morgan and Hughes",Active,West,12412,4257648.8,1064204.26,3279389.76,1276353.51,1858110.64,483923.1,12343.07,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Mumbai,"Barker, Morgan and Hughes",Active,West,7219,3508940.05,605808.24,2977792.79,1261574.02,1661967.93,413750.52,10018.48,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Jan-2024,Mumbai,"Barker, Morgan and Hughes",Active,West,14540,5094614.78,1454191.18,3712296.2,1480714.29,2094910.04,634623.93,28231.17,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Mumbai,"Barker, Morgan and Hughes",Active,West,8501,3521252.24,591870.47,3036786.72,1279935.39,1665684.18,430756.09,20938.3,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Mar-2024,Mumbai,"Barker, Morgan and Hughes",Active,West,14008,5141764.3,1146263.51,4069665.15,1716559.75,2223857.72,1002129.78,24089.24,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Oct-2023,Mumbai,Gibson-Floyd,Inactive,West,12686,3949597.5,657477.2,3345664.45,1153303.46,2127193.85,717825.07,13912.32,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Mumbai,Gibson-Floyd,Inactive,West,11647,5617935.94,981035.96,4744646.26,1730855.64,2879497.83,1658265.48,21746.88,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Mumbai,Gibson-Floyd,Inactive,West,11809,3648901.9,742152.56,3013560.01,1315146.06,1617256.32,188598.19,11267.7,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Jan-2024,Mumbai,Gibson-Floyd,Inactive,West,14513,5019692.14,1145428.28,3969884.37,1355012.67,2520067.09,1139076.3,24425.45,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Mumbai,Gibson-Floyd,Inactive,West,8781,4343261.53,1116918.74,3271944.47,1452931.41,1732931.2,400639.91,21502.77,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Mumbai,Gibson-Floyd,Inactive,West,9121,3374750.54,622396.75,2868804.45,1280336.3,1528998.25,77950.92,25064.01,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Oct-2023,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,14413,6334746.73,1687950.37,4732578.25,2200819.56,2407986.1,1071606.94,22932.86,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Nov-2023,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,9105,2916433.27,579164.91,2467324.26,774662.71,1573031.33,56267.29,23546.58,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,11924,3599815.91,865427.74,2848602.37,1286446.21,1483183.6,78124.03,15158.93,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,10051,3673285.31,741937.84,3013117.5,1067216.91,1880451.79,591681.13,28484.79,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Feb-2024,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,8967,2890444.81,499719.11,2469231.41,1125197.94,1258018.24,-108458.27,29993.94,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,9377,3990135.9,1004411.64,3045102.32,1048062.8,1869815.58,632320.67,25269.93,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Ahmedabad,Chavez-Bell,Active,East,8848,3380353.65,668103.85,2841146.89,937382.28,1780260.75,562930.95,20879.53,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Ahmedabad,Chavez-Bell,Active,East,7895,3610956.24,708376.34,2983956.09,916015.73,1998881.09,617522.21,20695.63,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Dec-2023,Ahmedabad,Chavez-Bell,Active,East,14341,7069491.36,1340321.69,5843756.71,2448721.42,3289291.49,1950091.67,26412.58,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Ahmedabad,Chavez-Bell,Active,East,9034,2957491.04,740385.2,2265271.66,1088657.43,1125412.17,-350961.95,10978.14,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Feb-2024,Ahmedabad,Chavez-Bell,Active,East,7065,2378549.6,389910.66,2053151.7,595622.06,1381084.19,13923.92,28079.51,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Mar-2024,Ahmedabad,Chavez-Bell,Active,East,13240,6213742.46,1779278.01,4487565.35,1358967.7,3005312.39,1724392.85,12453.57,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Oct-2023,Bangalore,Valdez Inc,Active,South,13681,4779276.39,1032212.4,3858990.56,1223265.7,2560458.24,1270118.93,29406.53,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Nov-2023,Bangalore,Valdez Inc,Active,South,13950,6557630.37,1947624.92,4709222.4,1667267.44,2956274.6,1606549.58,22037.57,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Bangalore,Valdez Inc,Active,South,7118,3412562,528754.57,2953655.15,1209463.73,1657662.69,313663.46,10979.43,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Jan-2024,Bangalore,Valdez Inc,Active,South,10990,4901314.96,1009402.52,3948614.11,1834375.45,2040619.22,718602.4,20046.33,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Feb-2024,Bangalore,Valdez Inc,Active,South,13612,6127989.05,1578279.58,4585995.24,1998688.12,2527974.31,1136625.8,19054.84,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Mar-2024,Bangalore,Valdez Inc,Active,South,13980,5881970,1756542.16,4183210.87,1563391.5,2569360.57,1091273.52,24014.43,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Pune,Smith-Carpenter,Inactive,South,8405,3422844.02,1017177.36,2451336.85,1112308.06,1223466.06,60644.68,20294.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Pune,Smith-Carpenter,Inactive,South,14665,7197998.69,1231947.89,6056223.92,2277395.79,3660495.14,2431338.32,20419.68,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Dec-2023,Pune,Smith-Carpenter,Inactive,South,8960,4042721.79,717702.65,3455287.15,1591243.74,1752589.98,262082.4,17698.41,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Pune,Smith-Carpenter,Inactive,South,10081,4725719.89,1297082.2,3514459.65,1349512.69,2097811.26,775932.77,28959.72,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Pune,Smith-Carpenter,Inactive,South,14968,5262897.03,966023.22,4398245.92,1497485.22,2781749.52,1235282.53,17303.4,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Pune,Smith-Carpenter,Inactive,South,9699,3942701.77,765491.73,3292796.12,1512156.08,1686763.8,333296.2,20457.81,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Bangalore,Jensen-Edwards,Inactive,West,12820,4520429.48,1046124.57,3546632.86,1211538.99,2252097.37,901736.67,10499.1,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Bangalore,Jensen-Edwards,Inactive,West,10177,3211321.08,800755.07,2508607.64,910654.11,1527674.78,224244.71,28224.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Jensen-Edwards,Inactive,West,7828,2986683.36,881848.31,2186275.88,816990.27,1287371.94,96347.98,15262.65,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Bangalore,Jensen-Edwards,Inactive,West,9462,3190246.48,929330.9,2390730.64,686782.95,1635861.89,442065.87,14306.59,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,Jensen-Edwards,Inactive,West,8663,4118468.94,827958.75,3386906.95,1019992.52,2299456.62,927425.42,10925.4,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,Jensen-Edwards,Inactive,West,12184,5491684.53,1207669.22,4414531.47,2012454.96,2341894.57,956959.88,17337.59,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Mumbai,"Hahn, Farmer and Bowen",Active,East,11854,4297278.44,769724.52,3590312.4,1298718.15,2214178.26,861580.4,21393.25,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Mumbai,"Hahn, Farmer and Bowen",Active,East,9205,2762235.83,459700.83,2362187.14,805002.8,1412074.81,5537.99,24205.91,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Mumbai,"Hahn, Farmer and Bowen",Active,East,8872,3954104.17,1045262.56,2952800.05,1337946.24,1506685.21,142170.16,17564.97,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Mumbai,"Hahn, Farmer and Bowen",Active,East,10362,3937416.72,1120626.21,2955177.31,1073214.38,1771601.62,299140.96,10728.53,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Mumbai,"Hahn, Farmer and Bowen",Active,East,7615,3004158.06,584358.64,2511316.36,912734.53,1537969.77,370303.61,10760.35,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Mumbai,"Hahn, Farmer and Bowen",Active,East,10975,4085370.48,771957.97,3439277.85,1523665.77,1790738.21,341178.99,19159.27,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,Rose and Sons,Inactive,East,13965,4937549.4,811043.41,4202186.02,1270025,2844244.56,1477825.7,19115.41,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Ahmedabad,Rose and Sons,Inactive,East,13867,5168180.24,848662.34,4395621.2,1544441.25,2709126.94,1441864.89,23894.48,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Ahmedabad,Rose and Sons,Inactive,East,9614,4105307.13,1153704.77,3010368.69,1077241.49,1860064.56,610797.13,23649.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Ahmedabad,Rose and Sons,Inactive,East,14454,6353334.03,1160801.43,5293367.23,2403591.16,2825687.41,1546415.65,14291.25,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Ahmedabad,Rose and Sons,Inactive,East,14922,5728267.56,1158699.37,4651830.81,1418300.82,3087033.85,1631118.96,28209.37,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Mar-2024,Ahmedabad,Rose and Sons,Inactive,East,11439,5009406.5,1181466.48,3927251.58,1792214.79,2084490.46,791529.44,27352.71,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,Young Ltd,Inactive,South,12085,4338205.97,1239557.88,3140928.83,939348.78,2131422.26,796201.96,16943.4,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Nov-2023,Ahmedabad,Young Ltd,Inactive,South,10775,4211020.33,681879.53,3613459.08,1680646.36,1823087.55,366587.01,29651.46,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Ahmedabad,Young Ltd,Inactive,South,7464,3640537.29,919315.22,2834355.07,1153539.12,1605448.89,157326.12,17629.41,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Ahmedabad,Young Ltd,Inactive,South,13711,5575823.32,1178615,4540725.81,2021465.48,2385187.42,1034167.17,14729.93,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Ahmedabad,Young Ltd,Inactive,South,14003,5171667.04,1241992.77,4002612.43,1855725.11,2094905.02,776508.37,27073.19,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Ahmedabad,Young Ltd,Inactive,South,7233,2849103.29,565377.09,2334092.07,1104518.4,1102475.74,-161162.21,23984.04,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
